id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
260152,2,1910,"Ernst August,Herzog zu Braunschweig-Lüneburg,Viktoria Luise,Herzogin zu Braunschweig-Lüneburg,Hochzeit,Medaille",X 4685,"Medaille auf die Vermählung des Prinzen Ernst August von Braunschweig-Lüneburg mit Prinzessin Victoria Luise von Preußen am 24.05.1913, Herzog von Cumberland (1878-1923), 1913","Placht, Richard; Medailleur
 ","Medailleur, Bildhauer","5,6 cm",,"75,1 g",Silber,,"Wien, 1913","Vs: Umschrift: · PRINZ · ERNST · AUGUST · PRINZESSIN · VIKTORIA · LUISE · 
Brustbild des Hochzeitspaares nebeneinander versetzt nach rechts, der Prinz in Husarenuniform, die Prinzessin mit Perlenketten. 
Im Armabschnitt: R · PLACHT · FEC · 

Rs: Zweizeilige Umschrift oben: · VERMÄHLT · ZU · BERLIN · Am · 24 · MAI · 1913 · / NUNQUAM = RETROSUM [Nie rückwärts] 
Die verbundenen Wappenschilde von England-Hannover und Preußen auf Rosenzweigen unter der Herzogkrone, darunter Schriftband: SUSCIPERE ET FINIRE [Unternehmen und vollbringen]. Unten Eheringe. 
Unten halbrechts: R · P 
Randinschrift: A (im Kreis)","Ernst August, Herzog zu Braunschweig-Lüneburg
Viktoria Luise, Herzogin zu Braunschweig-Lüneburg
Hochzeit
Medaille
"
260164,2,1890,"Prinz Heinrich von Preußen (1862-1929),Prämienmedaille,Königsberg,Verkaufsausstellung,Medaille",X 4686,"Prämienmedaille der Nordostdeutschen Gewerbe-Ausstellung 1895 in Königsberg, Deutsches Kaiserreich, Provinz Preußen, Königsberg, Kaiser Wilhelm II. (1888-1918), 1895",,,"5,04 cm",,"49,8 g",Bronze,,1895,"Vs: Umschrift zwischen Stabrand und Innenkreis: NORDOSTDEUTSCHE GEWERBE AUSSTELLUNG * KÖNIGSBERG PR. 1895 * 
Brustbild des Prinzen Heinrich von Preußen in Uniform mit Ordensschmuck nach rechts im Eichenlaub- und Schriftkranz (PRINZ HEINRICH VON PREUSSEN PROTECTOR) 

Rs: Umschrift oben unter Stabrand: * FÜR DIE BESTEN LEISTUNGEN * 
Auf Wolken stehende Stadtgöttin, die zwei Lorbeerkränze emporhebt.","Prinz Heinrich von Preußen (1862-1929)
Prämienmedaille
Königsberg
Verkaufsausstellung
Medaille
"
260182,2,1900,"Prinz Heinrich von Preußen (1862-1929),Prämienmedaille,Medaille",X 4687,"Prämienmedaille, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J. ( um 1900)","Uhlmann, Waldemar; Entwerfer
Schultz, Otto; Medailleur
D. Loos, Medaillen-Prägeanstalt; Hersteller
 ","Medailleur, Bildhauer","3,93 cm",,"24,3 g","Bronze, versilbert","Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, Vgl. S. 164, lfd. Nr. 7441","Berlin, um 1900","Vs: Umschrift unter Stabrand: HEINRICH PRINZ VON PREUSSEN 
Brustbild des Prinzen in Marineuniform nach rechts. 
Unter dem Armabschnitt: W. UHLMANN AD VIV. SC. 
Unten, in der Hohlkehle: SCHULTZ F.  G. LOOS D. 

Rs: Stabrand. 
Eichenlaubkranz mit Rosen, Feld leer.","Prinz Heinrich von Preußen (1862-1929)
Prämienmedaille
Medaille
"
260207,2,1900,"Prinz Heinrich von Preußen (1862-1929),Yacht,Meteor (Schiff,Schiffsname),USA,Medaille",X 4688,"Medaille auf die USA-Reise des Prinzen Heinrich von Preußen und die Taufe der Kaiseryacht Meteor 1902, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1902",,,"3,48 cm",,"20,8 g",Bronze,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, Vgl. S. 164, lfd. Nr. 7445",1902,"Vs: Umschrift zwischen Stab- und Perlrand: HEINRICH PRINZ V. PREUSSEN ADMIRAL DER DEUTSCHEN MARINE [Arabeske] * [Arabeske] 
Brustbild des Prinzen in Admiralsuniform mit Hut und Ordensschmuck nach halblinks. 

Rs: Umschrift oben unter Stabrand: ZUR AMERIKA-REISE DES PRINZEN 
Die Schoneryacht Meteor (III) unter vollen Segeln nach rechts, darunter die Aufschrift: TAUFE DES METEOR / DURCH / MISS ROOSEVELT / [bogig] 25. FEBR. 1902","Prinz Heinrich von Preußen (1862-1929)
Yacht
Meteor (Schiff, Schiffsname)
USA
Medaille
"
260259,2,1900,"Prinz Heinrich von Preußen (1862-1929),Yacht,Meteor (Schiff),USA,Medaille",X 4689,"Medaille auf die USA-Reise des Prinzen Heinrich von Preußen und die Taufe der Kaiseryacht Meteor 1902, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1902",,,"3,45 cm",,"15,1 g",Silber,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, S. 164, lfd. Nr. 7446",1902,"Vs: Umschrift oben unter Stabrand: HEINRICH PRINZ VON PREUSSEN , Umschrift unten: VERTRETER SR. MAJ. KAISER WILHELM II. 
Brustbild des Prinzen in Admiralsuniform mit Hut und Ordensschmuck nach halblinks. 

Rs: Umschrift oben unter Stabrand: ZUR AMERIKAFAHRT IM FEBRUAR 1902 
Abgewandeltes Hoheitszeichen der USA: Weißkopfseeadler, Kopf nach links, in den Fängen einen Olivenzweig und ein Pfeilbündel. Im Schnabel ein Schriftband mit der Aufschrift E PLURIBUS UNUM [Aus vielen eines]. Vor der Brust einen Schild mit 23 Sternen und 13 Streifen, sowie ein Schriftband mit WILL = KOMMEN . Darunter Aufschrift: TAUFE DER KAISERJACHT / METEOR / DURCH / [bogig] MISS ROOSEVELT","Prinz Heinrich von Preußen (1862-1929)
Yacht
Meteor (Schiff)
USA
Medaille
"
260340,2,1900,"Prinz Heinrich von Preußen (1862-1929),Roosevelt,Theodore,USA,Kronprinz Wilhelm (Schiff),Medaille",X 4690,"Medaille auf die USA-Reise des Prinzen Heinrich von Preußen 1902, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1902","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
 ",,"3,2 cm",,"18,1 g",Silber,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, S. 164, lfd. Nr. 7446","Nürnberg, 1902","Vs: Umschrift unter Stab-/Perlrand: PRÄSIDENT ROOSEVELT · PRINZ HEINRICH  
Brustbilder des Präsidenten und des uniformierten Prinzen nebeneinander versetzt nach halblinks. 

Rs: Zweizeilige Umschrift unter Stab-/Perlrand: Z. ERINNERG. A. D. REISE NACH AMERIKA 1902 / LLOYDDAMPFER = KRONPRINZ WILHELM"" 
Der Dampfer KRONPRINZ WILHELM auf hoher See nach halblinks. 
Signatur, unten, Mitte: LAUER 
Randinschrift: SILBER 0,990","Prinz Heinrich von Preußen (1862-1929)
Roosevelt, Theodore
USA
Kronprinz Wilhelm (Schiff)
Medaille
"
260347,2,1910,"Prinz Heinrich von Preußen (1862-1929),Frankfurt (Main),Schießen,Wettbewerb,Medaille",X 4691,"Medaille auf das XVII. Deutsche Bundesschießen und das Goldene Jubiläumsschießen in Frankfurt am Main vom 14. - 21.07.1912, Deutsches Kaiserreich, Königreich Preußen, Frankfurt Main, Kaiser Wilhelm II. (1888-1918), 1912","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
Korschann, Karl; Medailleur
 ","Medailleur, Bildhauer","4,03 cm",,"25,9 g",Silber,,"Nürnberg, 1912","Vs: Umschrift: HEINRICH · PRINZ · VON · PEUSSEN · PROTEKTOR · 
Kopf des Protektors nach rechts. 
Unter dem Halsabschnitt: KORSCHANN 

Rs: Kartusche mit Aufschrift: XVII. DEUTSCHES·BUNDES= / UND / GOLDENES · JUBILÄUMS= / · SCHIESSEN · / · FRANKFURT A. M.: 14.-21.JULI : 1912 · 
Darüber Stadtansicht von Frankfurt Main, darunter gekrönter Adler mit ausgebreiteten Schwingen auf einer Schießscheibe vor Lorbeerzweigen. 
Unten, links und rechts am Rand: L. CHR. LAUER = NUERNBERG 
Randinschrift: SILBER 990","Prinz Heinrich von Preußen (1862-1929)
Frankfurt (Main)
Schießen
Wettbewerb
Medaille
"
260353,2,1900,"Prinz Friedrich Leopold von Preußen,Berlin,Einweihung,Freimaurerloge,Medaille",X 4692,"Medaille auf die Einweihung des Ordenshauses der Großen Landesloge der Freimaurer von Deutschland in Berlin am 18.11.1900, Deutsches Kaiserreich, Berlin, Kaiser Wilhelm II. (1888-1918), 1900","Weigand, Emil; Stempelschneider, Vorderseite
Schultz, Otto; Stempelschneider, Rückseite
 ","Medailleur, Stempelschneider","4,22 cm",,"33,4 g",Bronze,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, Vgl. S. 165, lfd. Nr. 7448",1900,"Vs: Umschrift unter Stabrand: FRIEDRICH LEOPOLD PR. v. PREUSSEN · PROTECTOR u. ORDENS [Ordenskreuz] MEISTER 
Brustbild des Prinzen in Husarenuniform nach links. 
Unter dem Brustabschnitt: E. WEIGAND SC. 

Rs: Stabrand. 
Aufschrift neben Palmen- und dornigen Rosenzweigen: ZUR / EINWEIHUNG / DES ORDENSHAUSES / DER / GROSS. LANDESLOGE / DER FREIMAURER / VON DEUTSCHLAND / BERLIN / 18 NOVEMB. 1900 / LANDES-GROSSMSTR. / VON KUYCKE 
Signatur, unten, Mitte: O. SCHULTZ F.","Prinz Friedrich Leopold von Preußen
Berlin
Einweihung
Freimaurerloge
Medaille
"
262358,2,1900,"Prinz Eitel Friedrich von Preußen,Medaille",X 4693,"Medaille mit dem Brustbild des Prinzen Eitel Friedrich von Preußen, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J.",,,"4,52 cm","Höhe: 5,01 cm","33,8 g",Nickel,,o. J.,"Medaille mit feststehender Öse. 
Vs: Umschrift unter Stabrand: EITEL FRIEDRICH · PRINZ VON PREUSSEN 
Brustbild des Prinzen in Uniform mit Ordensschmuck und Umhang nach rechts. 

Rs: Bekrönter preußischer Wappenschild, umgeben von Collane und Kreuz des Schwarzen Adlerordens sowie Eichenlaub- und Lorbeerzweig.","Prinz Eitel Friedrich von Preußen
Medaille
"
262363,2,1900,"Prinz Adalbert von Preußen (1884-1948),Medaille",X 4694,"Medaille mit dem Brustbild des Prinzen Adalbert von Preußen, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J.",,,"3,98 cm",,"24,9 g",Bronze,,o. J.,"Vs: Umschrift: · ADALBERT PRINZ VON PREUSSEN · 
Brustbild des Prinzen in Marineuniform mit Ordensschmuck nach links. 
Im Armabschnitt: H. Peter. 

Rs: Bekrönter preußischer Wappenschild, umgeben von Collane und Kreuz des Schwarzen Adlerordens.","Prinz Adalbert von Preußen (1884-1948) 
Medaille
"
262364,2,1890,"Augusta,Deutsche Kaiserin,Tod,Medaille",X 4695,"Medaille auf den Tod der Kaiserin Augusta am 07.01.1890, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1890",,,"2,83 cm",,"9,1 g",Silber,,1890,"Vs: Umschrift unter Stab-/Perlrand: AUGUSTA = KAISERIN KÖNIGIN = * 
Kopf der Kaiserin mit Diadem und Kette nach rechts. 

Rs: Umschrift unter Stab-/Perlrand: DEM GEDÄCHTNISS EINER PRISTERIN EDLER MENSCHENLIEBE * 
Umstrahltes Lateinisches Kreuz über Palmen- und Rosenzweig, daneben 7.JAN. = 1890 . 
Riffelrand.","Augusta, Deutsche Kaiserin
Tod
Medaille
"
262368,2,1900,"Auguste Viktoria,Deutsche Kaiserin,Verbandsabzeichen,Hebamme,Medaille",X 4696,"Medaille / Mitgliedsabzeichen der Vereinigung Deutscher Hebammen, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J. (um 1900)","Emil Finke, Berliner Orden-, Medaillen- und Vereinsabzeichen-Fabrik; Hersteller
 ",,"3,28 cm","Höhe: 3,62 cm","10,2 g",Silber,,"Berlin, um 1900","Medaille mit feststehender Öse und Ring. 
Vs: Umschrift unter Stab-/Perrand: ZUM SEGEN DEUTSCHER FRAUEN U. KINDER 
Brustbild der Kaiserin Auguste Viktoria mit Schwarzem Adlerorden, Diadem und Kette nach rechts. 
Signatur unten, Mitte, am Rand: E. FINKE = BERLIN 

Rs: Stabrand. 
Aufschrift: [bogig] Vereinigung / Deutscher / Hebammen / No [geprägt] 13698 , links und zwischen den Zeilen Arabesken.","Auguste Viktoria, Deutsche Kaiserin
Verbandsabzeichen
Hebamme
Medaille
"
262388,2,1910,"Auguste Viktoria,Deutsche Kaiserin,Samaritaner,Kriegsbeschädigter,Versorgung,Rotes Kreuz (Motiv),Medaille",X 4697,"Samariter-Medaille, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1914","Sturm, Paul; Medailleur
Grünthal, Hugo, Verleger, Händler
 ","Bildhauer, Medailleur","3,41 cm",,"18,1 g",Silber,,"Berlin, 1914","Vs: Stilisierter Lorbeerkranz (Strich-/Punktrand). 
Brustbild der deutschen Kaiserin und preußischen Königin Auguste Viktoria mit Diadem, Ohrringen, Perlenkette und Stern des Schwarzen Adlerordens nach links. Im rechten Feld: AUGUSTE / VICTORIA , im linken Feld das Steckkreuz der 'Rote Kreuz Medaille I. Klasse'. 

Rs: Umschrift unter Stabrand: B · A · R · M  H · E · R · Z = G · K · E · I · T · 
Verwundeter Soldat mit freiem Oberkörper von vorn, links ein Sanitäter beim Versorgen der Wunde, rechts eine Krankenschwester bei Handreichungen, daneben 1914. 
Links am Rand: GRÜNTHAL VERL· , rechts: STURM FEC. 
Randinschrift: [950] SILBER","Auguste Viktoria, Deutsche Kaiserin
Samaritaner
Kriegsbeschädigter
Versorgung
Rotes Kreuz (Motiv)
Medaille
"
262399,2,1910,"Auguste Viktoria,Deutsche Kaiserin,Kriegsbeschädigter,Rotes Kreuz (Motiv),Engel,Schlachtfeld,Medaille",X 4698,"Medaille auf das Engagement der deutschen Kaiserin und preußischen Königin Auguste Viktoria für  das Rote Kreuz und Verwundete, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1916","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
Hoppe, F. Otto; Medailleur
 ","Zeichner, Bildhauer, Medailleur","3,33 cm",,"14,5 g",Silber,,"Nürnberg, 1916","Vs: Stabrand. 
Brustbild der deutschen Kaiserin und preußischen Königin Auguste Viktoria mit Diadem, Ohrringen und Perlenketten nach rechts. Im rechten Feld: Krone zwischen zwei Sonnen / AUGUSTE / VICTORIA , im linken Feld: KAISERIN U / KÖNIGIN 
Im Armabschnitt: F. Otto Hoppe 

Rs: Stabrand. 
Segnender Engel mit Kelch vor einem umstrahlten Kreuz, zu seinen Füßen ein schwerverwundeter Soldat. Im Hintergrund einschlagende detonierende Granaten. 
Im Abschnitt: ""ROTES KREUZ"" DU ENGELSGLEICHES, / WUNDERBARES, / SEGENSREICHES! 
Signaturen unten am Rand: Halblinks: Sonne ; Mitte: L. CHR. LAUER ; halbrechts: [Münzzeichen], daneben 19=16 
Randinschrift: SILBER 890","Auguste Viktoria, Deutsche Kaiserin
Kriegsbeschädigter
Rotes Kreuz (Motiv)
Engel
Schlachtfeld
Medaille
"
262403,2,1910,"Luise,Königin von Preußen,Todestag,Hundertjahrfeier,Medaille",X 4699,"Medaille zum 100. Todestag der Königin Luise von Preußen am 19.07.1910, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1910","Goetz, Karl (Künstler); Medailleur
 ",,"3,57 cm",,"19,2 g",Silber,,"München, 1910","Vs: Umschrift unter Stabrand: KÖNIGIN · LVISE = VON · PREUSSEN 
Brustbild der Königin mit Diadem nach halbrechts, rechts daneben: K · G 

Rs: Vertiefte Umschrift unten unter Stabrand: 100. TODESTAG · 
Aufschrift unter umstrahlter Krone: 1810 / 19. JVLI / 1910 . Darunter brennende Fackel, umschlungen von Rosenzweigen und einem Band. 
Randinschrift: BAYER. HAUPTMÜNZAMT · FEINSILBER","Luise, Königin von Preußen
Todestag
Hundertjahrfeier
Medaille
"
262411,2,1910,"Luise,Königin von Preußen,Todestag,Hundertjahrfeier,Medaille",X 4700,"Medaille zum 100. Todestag der Königin Luise von Preußen am 19.07.1910, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1910",,,"3,34 cm",,"14,5 g",Silber,,1910,"Vs: Umschrift unter Stabrand: KÖNIGIN · LVISE = VON · PREUSSEN 
Brustbild der Königin mit reichem Lockenhaar und Turban nach rechts. 

Rs: Stabrand. 
Kniende, bekränzte, weibliche Figur im langen Gewand, mit Schwert in der Linken, legt Palmzweig an der auf einem Sockel stehenden Urne zwischen zwei girlandenumwundene Pylonen mit Feuerschalen nieder. Links der Urne: 19. / JULI , rechts: 1810 , unten 1910 .","Luise, Königin von Preußen
Todestag
Hundertjahrfeier
Medaille
"
262414,2,1910,"Luise,Königin von Preußen,Todestag,Hundertjahrfeier,Hohenzieritz,Medaille",X 4701,"Medaille zum 100. Todestag der Königin Luise von Preußen am 19.07.1910, Deutsches Kaiserreich, Großherzogtum Mecklenburg-Strelitz, Großherzog Adolf Friedrich V. (1904-1914), 1910","Michaelis, Karl Friedrich; Entwerfer
 ","Uhrmacher, Entwerfer","3,82 cm",,"29,4 g",Bronze,,1910,"Vs: Umschrift unter Stabrand: LUISE KÖNIGIN v. PREUSSEN 
Brustbild der Königin mit Krone nach halbrechts im unten gebundenem, oben offenen Lorbeerkranz. Unten, vor dem Kranz, die Wappenschilde von Preußen und Mecklenburg. 
Unten, halbrechts am Rand: MICHAELIS, HOFL. 

Rs: Umschrift oben unter Stabrand: HOHENZIERITZ 
Im Rahmen zweier unten gebundener Palmzweige Ansicht des Schlosses Hohenzieritz. Im Abschnitt: 1810-1910 / 19. JULI","Luise, Königin von Preußen
Todestag
Hundertjahrfeier
Hohenzieritz
Medaille
"
262430,2,1910,"Wilhelm II.,Deutscher Kaiser,Hessen,Friedrich Karl von,Deutschland/Infanterie-Regiment (81),Medaille",X 4702,"Medaille auf die Hundertjahrfeier des Infanterie-Regiments Landgraf Friedrich I. von Hessen-Kassel (1. Kurhess.) Nr. 81, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1913",,,"2,88 cm","Höhe: 3,39 cm","10,3 g",Bronze,,1913,"Medaille mit feststehender Öse und Ring. 
Vs: Umschrift unter Stabrand: WILHELM II DEUTSCHER KAISER KÖNIG VON PREUSSEN 
Brustbild des Kaisers in Uniform mit Ordensschmuck und Mantel nach links. 

Rs: Stab-/Perlrand. 
In einem Medaillon die Büste des Landgrafen von Hessen Prinz Friedrich Karl in Uniform nach links, unten flankiert von 1813 = 1913 . Darunter Aufschrift: PRINZ FRIEDRICH KARL / V. HESSEN CHEF D. I. KURH. / INF. REG. No. 81 / *","Wilhelm II., Deutscher Kaiser
Hessen, Friedrich Karl von
Deutschland/Infanterie-Regiment (81)
Medaille
"
262433,2,1900,"Viktoria,Deutsche Kaiserin,Tod,Jugendstil,Medaille",X 4703,"Medaille auf den Tod der Kaiserin Victoria (Kaiserin Friedrich) am 05.08.1901, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1901","Oertel, Otto (Berliner Medaillen-Münze); Hersteller
 ",,"3,28 cm",,"15,03 g",Silber,,"Berlin, 1901","Vs: Umschrift: KAISERIN = FRIEDRICH 
Brustbild der Kaiserin Victoria mit Diadem und Schleier nach links. 
Unten rechts am Rand: OERTEL BERLIN 

Rs: Am linken Rand Lorbeerzweig, daneben Aufschrift: GEB. / 21. NOV. 1840 / GEST. / 5. AUG. 1901","Viktoria, Deutsche Kaiserin
Tod
Jugendstil
Medaille
"
262533,2,1890,"Moltke,Helmuth Karl Bernhard von,Geburtstag,Wappen,Medaille",X 4704,"Medaille auf den 90. Geburtstag des Generalfeldmarschalls Helmuth von Moltke am 26.10.1890, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1890","Oertel, Otto (Berliner Medaillen-Münze); Hersteller
 ",,"3,84 cm",,"19,5 g",Silber,,"Berlin, 1890","Vs: Umschrift unter Perl-/Stabrand: GENER. FELDMARSCHALL GRAF V. MOLTKE 
Brusbild v. Moltkes in Uniform nach links. 
Im Armabschnitt: OERTEL BERLIN 

Rs: Perl-/Stabrand. 
Wappen des Grafen von Moltke, unten am Rand: 26 OCTBR. 1890 
Riffelrand.","Moltke, Helmuth Karl Bernhard von
Geburtstag
Wappen
Medaille
"
262541,2,1890,"Moltke,Helmuth Karl Bernhard von,Geburtstag,Wappen,Medaille",X 4705,"Medaille auf den 90. Geburtstag des Generalfeldmarschalls Helmuth von Moltke am 26.10.1890, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1890",,,"3,85 cm",,"20,5 g",Silber,,1890,"Vs: Umschrift unter Perl-/Stabrand: FELDMARSCHALL GRAF VON MOLTKE 
Brusbild v. Moltkes in Uniform nach links. 

Rs: Perl-/Stabrand. 
Wappen des Grafen von Moltke, unten am Rand: 26 OCTBR. 1890 
Randinschrift: SILBER 990","Moltke, Helmuth Karl Bernhard von
Geburtstag
Wappen
Medaille
"
262543,2,1910,"Moltke,Helmuth Karl Bernhard von,Walhalla,Medaille",X 4706,"Medaille anläßlich der Aufstellung der Büste des Generalfeldmarschalls Helmuth von Moltke in der Walhalla bei Regensburg 1910, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1910","Goetz, Karl (Künstler); Medailleur
 ",,"3,95 cm",,"23,9 g",Silber,,1910,"Vs: Umschrift: GRAF HELMUTH = [V]ON MOLTKE 
Kopf v. Moltkes in Uniform mit Mantel nach links. 
Über der Schulter: K. GOETZ 

Rs: Perl-/Stabrand. 
Beflügelter, nach halbrechts stehender Ritter mit Helm, Schwert in der rechten und Schild in der linken Hand, zwischen seinen Füßen der erschlagene Drache. Der Ritter hält sein Schild über eine junge Eiche, an deren Stamm das abgewandelte Wappenschild des Generalfeldmarschalls lehnt. Im linken Feld: WAL-HAL-LA MCMX 
Randinschrift: BAYER. HAUPTMÜNZAMT·FEINSILBER","Moltke, Helmuth Karl Bernhard von
Walhalla
Medaille
"
262548,2,1890,"Windthorst,Ludwig,Tod,Politiker,Medaille",X 4707,"Medaille auf den Tod des römisch-katholischen Politikers Dr. Ludwig von Windthorst am 14.03.1891, Deutsches Kaiserreich, Königreich Preußen, Provinz Hannover, Osnabrück, Kaiser Wilhelm II. (1888-1918), 1891","Mayer, Wilhelm (1840); Medailleur
 ","Medailleur, Graveur","5,06 cm",,"49,5 g",Bronze,,1891,"Vs: Umschrift unter Stab-/Perlrand: * DR. LUDWIG VON WINDTHORST * 
Brustbild des Politikers nach halblinks. 
Unter der Büste halbrechts: W. Mayer 

Rs: Umschrift unter Stab-/Perlrand: * FÜR WAHRHEIT, RECHT U. FREIHEIT * GEB. 17. JAN. 1812 + 14. MÄRZ 1891 
Kranz mit Palmzweig auf Lorbeerlaub, umwunden von Schleifen.","Windthorst, Ludwig
Tod
Politiker
Medaille
"
262555,2,1890,"Siemens,Werner von,Firma,Jubiläum,Medaille",X 4708,"Medaille auf das 50-jährige Firmenjubiläum von Siemens & Halske 1897, Deutsches Kaiserreich, Königreich Preußen, Berlin, Kaiser Wilhelm II. (1888-1918), 1897","Schultz, Otto; Medailleur
 ","Medailleur, Stempelschneider","4,97 cm",,54 g,Bronze,,"Berlin, 1897","Vs: Umschrift: WERNER = V. SIEMENS 
Brustbild des Erfinders und Industriellen W. v. Siemens (1816-1892) nach links. 

Rs: Aufschrift im unten gebundenen oben offenen Kranz aus Eichenlaub- und Lorbeerzweigen: 50 / JÄHRIGE / JUBELFEIER / VON / SIEMENS & HALSKE / 1847-189 
Unten am Rand: O. SCHULTZ F.","Siemens, Werner von
Firma
Jubiläum
Medaille
"
