id,keywords,year,_labels,_logos,_mAdditionalNotes,_mAdditionalKeywords,_mNotesIntent,_mSigned,_mAdditionalTheme,_mNotesImageAndText,_mText,_mShow,_mTitle,_mStrategy,_mCulturalContext,_mTone,_mConcern,_mLetteringStyle,_mContains,_mMade
101D0001_DSC4805,"resistance,assertive,encouragement",,"flag, font, banner, advertising",United States Olympic Committee,,"simpsons,flag,patriotism,cartoon",,,,,Protest is Patriotic,"simpsons' character (blonde woman), american flags",Simpsons Protester,encouragement,"pop culture, famous protest slogan",assertive,resistance,block,"text, illustration","marker, collage"
101D0001_DSC4806,"feminism,trump,humor,complaint",,font,United States Olympic Committee,,"futurama,simpsons,patriotism,cartoon,tweets",,,,additional meme in bottom; this is actually a futurama character/meme,Sad! / Another victim of the man-o-centric male-ocracy ,"simpsons' character, american flag",Sad! (backside to Simpsons Protester),complaint,"internet, pop culture, things trump said",humor,"feminism, trump","typeface (imitative), block","text, illustration","marker, collage"
101D0001_DSC4807,"feminism,indignation,complaint",,"text, font, poster, advertising, banner, sign, product",,demeaning sex work =/= progress,"menstruation,body,sex work,art,pussy",,,,,"Apparently it is ungraceful of me to mention my period in public...it is ok to sell what's between a woman's legs more than it is ok to mention its inner workings / Pussy Power",face (maybe trump),Mention My Period,complaint,,indignation,feminism,hand-written,"text, illustration",marker
101D0001_DSC4808,"feminism,trump,resistance,assertive,encouragement",,"art, modern art, painting, acrylic paint, drawing, paint, mural, artwork, visual arts, font",,,"art,body,vulva,pussy,grabs",,,,,Pussy Grabs Back,vulva/vaginas in pointillism a la Van Gogh ,Van Gogh Pussy,encouragement,things trump said,assertive,"feminism, trump, resistance","cursive, decorative","text, illustration",marker
101D0001_DSC4809,"resistance,assertive,complaint",,"pink, purple, text, font, violet",,,,,,,,girls just wanna have fun-damental rights,"hand, peace sign, gender sign",Girls Just Wanna Have Fun ,complaint,"pop culture, girls just wanna fun, song",assertive,resistance,hand-written,"text, drawing",marker
101D0001_DSC4810,"trump,healthcare,humor,fear,indignation,complaint",,"blue, text, font, poster, banner, signage, sign, advertising",,,"twitter,bully,trump,healthcare",,,,,"Mean / Meaningless tweets don't scare me / Restricted access to affordable healthcare? Now THAT's scart",,Meaningless Tweets,complaint,internet,"humor, fear, indignation","trump, healthcare",block,text,paint
101D0001_DSC4811,"women's rights,resistance,assertive,demand",,"text, font, sign, signage",,,"womens,rights,feminism",,,,,"Women's Rights Are Human Rights",,"Women's Rights Are Human Rights 3",demand,famous protest slogan,assertive,"women's rights, resistance",hand-written,text,paint
101D0001_DSC4812,"gender equality,resistance,assertive,complaint",,"pink, text, font, product, poster, product, banner, advertising, magenta, label",,,,,,,,"it's about shattering the glass ceiling.. it's not about fitting into ","glass shoe, glass slipper, arrow",Glass Shoe,complaint,"pop culture, cinderella, ",assertive,"gender equality, resistance","block, hand-written","text, drawing","marker, rope, gems, tin foil"
101D0001_DSC4813,"gender equality,women's rights,resistance,assertive,loving,indignation,demand,encouragement,solidarity",,"poster, text, advertising, banner, art",,,"womanhood, march, washington, 2017",,,,,Womanhood Achieving Our Full Selves By Fuly Embracing Each Other Womens March on Washington 2017,woman sitting holding a sign,Womanhood,"demand, encouragement, solidarity",famous protest slogan,"assertive, loving, indignation","gender equality, women's rights, resistance","decorative, sans serif","text, illustration",print
101D0001_DSC4814,"love,religion,resistance,assertive,loving,encouragement,solidarity",,"text, font, product, picture frame, pattern",,,"justice,pledge,bible,isaiah,march",,,,,"I march for Equality, Freedom, and Justice For All / Isaiah 58:6",flowers,Isaiah 58:6,"encouragement, solidarity","pop culture, famous protest slogan, historic reference","assertive, loving","love, religion, resistance","block, hand-written","text, illustration",marker
101D0001_DSC4815,"election,feminism,trump,assertive,humor,indignation,solidarity",,"yellow, text, product, font, product",Retail Group of America,,"accountability,trump,election,voters,eyes",,,,,Hey Trump We are Watching You (Just 120 million-ish American Women),eyes,120million-ish American Women,solidarity,things trump said,"assertive, humor, indignation","election, feminism, trump",typeface (imitative),"text, photography","print, collage"
101D0001_DSC4816,"feminism,resistance,assertive,demand,solidarity",,"text, font, number, product design, brand, house numbering, product, sign, beige",,,"refusal,unity,activism,pussy,body",,,,,Not This Pussy,,Not This Pussy,"demand, solidarity","internet, famous protest slogan",assertive,"feminism, resistance",typeface (imitative),text,"marker, collage"
101D0001_DSC4817,"resistance,assertive,encouragement",,"text, font, product, design, product design, number, brand, logo, sign, signage",,,"angelou,rise,unity,activism",,,,,We Rise,,We Rise (backside to Not This Pussy),encouragement,"pop culture, famous protest slogan",assertive,resistance,typeface (imitative),text,print
101D0001_DSC4818,"climate,humor,rage,complaint,call to action",,"text, font, product, signage, sign, product, banner, advertising",,,"climate,change,environment",,,,,"The Climate is Changing, Why aren't we?",,"Why Aren't We","complaint, call to action",internet,"humor, rage",climate,"block, hand-written",text,marker
101D0001_DSC4819,"feminism,assertive,complaint",,"green, sign, font, poster, signage, advertising, banner",,,,,,,,woman are boss not bossy,"cash symbol,",Baws!,complaint,other,assertive,feminism,"block, sans serif","text, illustration","marker, construction paper"
101D0001_DSC4820,"hillary clinton,resistance,meta,loving,encouragement,solidarity",,"purple, text, pink, violet, font",,,"with her,clinton,unity,feminism",,,clinton campaign slogan,,"I'm With Her ...and HIM too! ...and her ...and her",arrows,"I'm With Her and Him too","encouragement, solidarity",famous protest slogan,"meta, loving","hillary clinton, resistance","block, cursive, hand-written",text,marker
101D0001_DSC4821,"love,trump,loving,solidarity",,"pink, text, purple, font, violet",,,"maga,unity,rainbow,diversity",,,maga,,Love Makes America Great,"heart, rainbow",Love Makes America Great,solidarity,things trump said,loving,"love, trump",block,text,marker
101D0001_DSC4822,"resistance,assertive,call to action",,"pink, text, font, area, design","Warner Bros. Entertainment, All Star Cheerleading",,"activism,anger",,,,,If You Are Not Angry You Are Not Paying Attention,,Angry / Paying Attention,call to action,"internet, famous protest slogan",assertive,resistance,block,text,print
101D0001_DSC4823,"love,religion,loving,solidarity",,"pink, text, font, paper, magenta",,,"bible,religion,love,peace",,,,,Light a Candle,,Light a Candle (backside to Angry / Paying Attention),solidarity,pop culture,loving,"love, religion",hand-written,text,marker
101D0001_DSC4824,"feminism,institutions/supreme court/political parties,latino/a/x,resistance,assertive,indignation,solidarity",,"blue, text, font, product, heart",,,"spanish,united,we the people,pussy hat",,,wordplay,"""Estamos Unidos"" (We are United) vs ""Estados Unidos"" (United States)",We the people of Estamos Unidos,"pussy hat, stars",Estamos Unidos,solidarity,"famous protest slogan, historic reference","assertive, indignation","feminism, institutions/supreme court/political parties, latino/a/x, resistance",hand-written,text,"marker, collage"
101D0001_DSC4825,"feminism,resistance,assertive,loving,encouragement",,"pink, purple, text, font, violet",,,"kimmy schmidt,tina fey,strength,feminism",,,,,Females Are Strong As Hell,,Females Are Strong As Hell,encouragement,pop culture,"assertive, loving","feminism, resistance",block,text,marker
101D0001_DSC4826,"resistance,assertive,complaint",,"text, cardboard, font, wood, paper",,,,,,,,woman. i will not,,Will Not,complaint,other,assertive,resistance,"block, hand-written",text,marker
101D0001_DSC4827,"science,trump,assertive,humor,complaint",,"text, font, wood, sign",,,"science,trump,cabinet,truth",could be only a partial sign,,,,Scientist. be Trumped,,Scientist be Trumped,complaint,"internet, pop culture","assertive, humor","science, trump",block,text,marker
101D0001_DSC4828,"election,feminism,trump,assertive,demand",,"text, black and white, font, design, drawing",,,"cat,pussy,notmypresident,hashtag",,,,,Not My President,cat,Cat - Not my president,demand,internet,assertive,"election, feminism, trump",hand-written,"text, illustration",marker
101D0001_DSC4829,"feminism,resistance,assertive,demand,solidarity",,"text, font, drawing, design, black and white",,,"nasty,woman,loud,activism",,,,,Nasty - and - Loud,,Nasty and Loud (backside to Cat - Not my president),"demand, solidarity","things trump said, famous protest slogan",assertive,"feminism, resistance","block, hand-written",text,marker
101D0001_DSC4830,"black lives matter,feminism,lgbtq,disability,assertive,demand,solidarity",,"text, font, advertising, signage, banner, sign, logo",,,"blm,queer,intersectional,unity",,,,,"Black Queer Trans Women's Disabled Lives Matter",star,"Black (queer, trans.....) Lives Matter","demand, solidarity",famous protest slogan,assertive,"black lives matter, feminism, lgbtq, disability",block,text,marker
101D0001_DSC4831,"hate,love,assertive,loving,solidarity",,"text, font, calligraphy, design, writing",,,"love,unity,protection,fear",,,,,We The People are: Greater than Fear - and will - Protect each other,,Protect Each Other,solidarity,famous protest slogan,"assertive, loving","hate, love",hand-written,text,marker
101D0001_DSC4832,"resistance,assertive,complaint",,"text, font, number, wood, house numbering, sign, brand",,,"grab them by the pussy, pussy grabs back",,,,,pussy grabs back,,Back To You,complaint,things trump said,assertive,resistance,hand-written,text,marker
101D0001_DSC4833,"institutions/supreme court/political parties,science,assertive,humor,demand",,"text, font, sign, signage, label, number, nameplate, brand",,,"science,climate,parties,liberal,trump",,,,,Science Is Not a Liberal Conspiracy,,Liberal Conspiracy,demand,"internet, famous protest slogan","assertive, humor","institutions/supreme court/political parties, science",block,text,marker
101D0001_DSC4834,"resistance,assertive,indignation,demand,encouragement,solidarity",,"text, font, product, design, poster",,,"hashtag, resist",,,,,#Resist,text,#Resist,"demand, encouragement, solidarity",internet,"assertive, indignation",resistance,"decorative, hand-written",text,marker
101D0001_DSC4835,"race,resistance,assertive,demand",,"pink, text, font, magenta, design, calligraphy, paper, handwriting",,,,,,,,intersectional or nothing,,All or Nothing,demand,other,assertive,"race, resistance",hand-written,text,"marker, tape"
101D0001_DSC4836,"resistance,assertive,indignation,demand,solidarity,call to action",,"pink, text, font, calligraphy, art",,,"democracy, looks, like",,,,,We are what Democracy looks like!,text,Democracy,"demand, solidarity, call to action",famous protest slogan,"assertive, indignation",resistance,"decorative, hand-written",text,marker
101D0001_DSC4837,"election,hate,lgbtq,love,assertive,loving,solidarity",,"text, font, sign, writing, signage",,,"majority,love,resist,queer,mandate",,,,,Love is Still the Majority Your Hate has NO Mandate!,"rainbow, heart",Love is Still the Majority,solidarity,famous protest slogan,"assertive, loving","election, hate, lgbtq, love","block, hand-written",text,marker
101D0001_DSC4838,"feminism,trump,resistance,assertive,solidarity",,"blue, text, product, font, textile",,,"dsa,democratic socialists,rose,pussy,cat",rose a la DSA,,,,Puzzyz Againzt Trump,"cat, rose",Puzzyz,solidarity,famous protest slogan,assertive,"feminism, trump, resistance",hand-written,"text, illustration",marker
101D0001_DSC4839,"feminism,gender equality,assertive,complaint,call to action",,"text, yellow, font, line, calligraphy",,,"malala,yousafzai,quote,equality",,,,,"""We Cannot All Succeed When Half of Us are Held Back"" Malala Yousafzai",,Held Back,"complaint, call to action",famous protest slogan,assertive,"feminism, gender equality",hand-written,text,marker
